City,Date,Temperature,Temp_Min,Temp_Max,Pressure,Sea_Level,Humidity,Wind Speed,Country,Lon,Lat,Description
Tirana,2023-12-16 12:00:00,282.91,282.91,282.91,1024,1024,46,3.52,AL,19.8189,41.3275,1
Guatemala,2023-12-16 03:00:00,287.94,287.94,287.94,1016,1016,92,1.07,GT,-90.5133,14.6407,1
Damas,2023-12-16 06:00:00,286.89,286.89,286.89,1022,1022,61,0.39,SY,36.2913,33.5102,1
Erevan,2023-12-16 15:00:00,280.78,280.78,280.78,1024,1024,45,0.53,AM,44.5136,40.1811,1
Lima,2023-12-15 21:00:00,295.35,295.35,295.35,1010,1010,69,4.56,PE,-77.0282,-12.0432,1
Kaboul,2023-12-16 00:00:00,276.69,276.69,276.69,1017,1017,56,2.33,AF,69.4167,34.5,1
Kampala,2023-12-15 12:00:00,300.85,300.85,300.85,1007,1007,43,0.59,UG,32.5822,0.3163,1
Belgrade,2023-12-16 00:00:00,273.59,273.59,273.59,1035,1035,79,4.55,RS,20.4651,44.804,1
Rome,2023-12-15 18:00:00,285.97,285.97,285.97,1031,1031,38,3.07,US,-85.1647,34.257,1
Amman,2023-12-16 03:00:00,284.73,284.73,284.73,1021,1021,64,3.11,JO,35.945,31.9552,1
Damas,2023-12-16 06:00:00,286.89,286.89,286.89,1022,1022,61,0.39,SY,36.2913,33.5102,1
Athènes,2023-12-15 06:00:00,289.61,289.61,289.61,1012,1012,92,3.15,GR,23.7162,37.9795,1
Santiago,2023-12-16 06:00:00,290.02,290.02,290.02,1011,1011,36,0.91,CL,-70.6483,-33.4569,1
Mexico,2023-12-16 00:00:00,299.7,299.7,299.7,1013,1013,74,1.97,PH,120.7198,15.0646,1
Budapest,2023-12-16 12:00:00,278.26,278.26,278.26,1037,1037,77,4.08,HU,19.0399,47.498,1
Guatemala,2023-12-15 03:00:00,289.04,289.04,289.04,1015,1015,94,1.83,GT,-90.5133,14.6407,1
Damas,2023-12-16 03:00:00,285.38,285.38,285.38,1021,1021,65,0.51,SY,36.2913,33.5102,1
Yaoundé,2023-12-15 12:00:00,304.51,304.51,304.51,1008,1008,36,1.69,CM,11.5167,3.8667,1
Paramaribo,2023-12-15 15:00:00,304.37,304.37,304.37,1009,1009,60,4.73,SR,-55.1667,5.8667,1
Vientiane,2023-12-16 18:00:00,296.82,296.82,296.82,1012,1012,64,2.52,LA,102.6,17.9667,1
Naypyidaw,2023-12-15 09:00:00,302.78,302.78,302.78,1009,1009,55,1.15,MM,96.1345,19.754,1
Rome,2023-12-15 09:00:00,276.1,276.1,276.1,1034,1034,86,2.05,US,-85.1647,34.257,1
Dakar,2023-12-15 21:00:00,298.07,298.07,298.07,1012,1012,67,4.94,SN,-17.4441,14.6937,1
Jerusalem,2023-12-15 21:00:00,286.54,286.54,286.54,1021,1021,63,1.11,IL,35.2163,31.769,1
Bangkok,2023-12-15 06:00:00,307.84,307.84,307.84,1009,1009,38,1.52,TH,100.5167,13.75,1
Bakou,2023-12-09 18:00:00,286.36,286.36,286.36,1017,1017,81,9.97,AZ,49.892,40.3777,1
Kampala,2023-12-15 21:00:00,291.58,291.58,291.58,1013,1013,79,0.93,UG,32.5822,0.3163,1
Tachkent,2023-12-16 03:00:00,273.05,273.05,273.05,1028,1028,91,0.14,UZ,69.2163,41.2646,1
Bagdad,2023-12-16 15:00:00,291.38,291.38,291.38,1022,1022,34,3.35,IQ,44.4009,33.3406,1
New Delhi,2023-12-16 06:00:00,295.09,295.09,295.09,1017,1017,15,0.7,IN,77.2311,28.6128,1
São Tomé,2023-12-15 06:00:00,299.32,299.32,299.32,1010,1010,80,1.77,ST,6.7273,0.3365,1
Manille,2023-12-16 09:00:00,303.03,303.03,303.03,1010,1010,64,4.51,PH,120.9822,14.6042,1
San Salvador,2023-12-16 18:00:00,302.23,302.23,302.23,1012,1012,48,1.02,SV,-89.1872,13.6894,1
Prague,2023-12-15 09:00:00,275.05,275.05,275.05,1034,1034,83,1.8,CZ,14.4208,50.088,1
Naypyidaw,2023-12-15 15:00:00,294.46,294.46,294.46,1012,1012,86,1.33,MM,96.1345,19.754,1
Sanaa,2023-12-16 18:00:00,285.38,285.38,285.38,1022,1022,36,2.14,YE,44.2067,15.3547,1
Monrovia,2023-12-13 21:00:00,300.69,300.69,300.69,1010,1010,77,4.22,LR,-10.7969,6.3005,1
Pyongyang,2023-12-16 15:00:00,261.85,261.85,261.85,1030,1030,58,6.89,KP,125.7543,39.0339,1
Podgorica,2023-12-15 21:00:00,278.73,278.73,278.73,1025,1025,67,5.16,ME,19.2636,42.4411,1
Belgrade,2023-12-15 09:00:00,278.03,278.03,278.03,1025,1025,66,5.51,RS,20.4651,44.804,1
Ndjamena,2023-12-15 18:00:00,299.76,299.76,299.76,1011,1011,16,3.69,TD,15.0444,12.1067,1
Erevan,2023-12-15 15:00:00,280.09,280.09,280.09,1024,1024,51,0.55,AM,44.5136,40.1811,1
Addis-Abeba,2023-12-16 15:00:00,289.65,289.65,289.65,1015,1015,43,4.22,ET,38.7469,9.025,1
Mascate,2023-12-15 06:00:00,297.55,297.55,297.55,1018,1018,51,6.2,OM,58.5922,23.6139,1
Kampala,2023-12-16 03:00:00,291.08,291.08,291.08,1012,1012,81,1.24,UG,32.5822,0.3163,1
Kaboul,2023-12-16 18:00:00,275.99,275.99,275.99,1019,1019,52,1.01,AF,69.4167,34.5,1
Asmara,2023-12-16 18:00:00,286.03,286.03,286.03,1018,1018,83,2.44,ER,38.9333,15.3333,1
New Delhi,2023-12-15 09:00:00,296.73,296.73,296.73,1015,1015,13,2.31,IN,77.2311,28.6128,1
San José,2023-12-15 21:00:00,292.91,292.91,292.91,1019,1019,24,0.29,US,-121.895,37.3394,1
Phnom Penh,2023-12-15 15:00:00,300.97,300.97,300.97,1010,1010,62,2.88,KH,104.916,11.5625,1
Hanoï,2023-12-15 15:00:00,297.56,297.56,297.56,1011,1011,87,4.0,VN,105.8412,21.0245,1
Oslo,2023-12-16 00:00:00,267.82,267.82,267.82,1027,1027,95,0.6,NO,10.7461,59.9127,1
Colombo,2023-12-16 03:00:00,297.62,297.62,297.62,1011,1011,90,4.72,LK,79.8478,6.9319,1
San Salvador,2023-12-16 18:00:00,302.23,302.23,302.23,1012,1012,48,1.02,SV,-89.1872,13.6894,1
Rabat,2023-12-16 12:00:00,292.79,292.79,292.79,1027,1027,33,5.39,MA,-6.8401,33.9911,1
Nairobi,2023-12-16 03:00:00,288.47,288.47,288.47,1016,1016,96,2.14,KE,36.8167,-1.2833,1
Addis-Abeba,2023-12-16 03:00:00,285.89,285.89,285.89,1018,1018,70,0.91,ET,38.7469,9.025,1
Paris,2023-12-16 15:00:00,280.82,280.82,280.82,1043,1043,68,0.75,FR,2.3488,48.8534,1
Lima,2023-12-15 15:00:00,294.87,294.87,294.87,1012,1012,71,3.2,PE,-77.0282,-12.0432,1
Amman,2023-12-16 18:00:00,287.75,287.75,287.75,1020,1020,43,1.81,JO,35.945,31.9552,1
Belgrade,2023-12-16 12:00:00,276.66,276.66,276.66,1037,1037,57,4.8,RS,20.4651,44.804,1
Beyrouth,2023-12-15 09:00:00,292.24,292.24,292.24,1023,1023,61,1.35,LB,35.4944,33.8889,1
Londres,2023-12-15 18:00:00,277.98,277.98,277.98,1041,1041,84,1.89,GB,-0.1257,51.5085,1
Podgorica,2023-12-15 06:00:00,281.62,281.62,281.62,1016,1016,75,3.87,ME,19.2636,42.4411,1
Manille,2023-12-16 15:00:00,299.87,299.87,299.87,1012,1012,75,2.06,PH,120.9822,14.6042,1
Kiev,2023-12-16 00:00:00,271.15,271.15,271.15,1028,1028,73,5.03,UA,30.5167,50.4333,1
Kinshasa,2023-12-15 12:00:00,305.63,305.63,305.63,1008,1008,53,0.5,CD,15.3215,-4.3246,1
Bruxelles,2023-12-15 09:00:00,277.9,277.9,277.9,1037,1037,93,2.08,BE,4.3488,50.8504,1
Kampala,2023-12-15 06:00:00,292.08,292.08,292.08,1014,1014,85,0.52,UG,32.5822,0.3163,1
Le Caire,2023-12-16 15:00:00,296.03,296.03,296.03,1017,1017,34,0.57,EG,31.2497,30.0626,1
Achgabat,2023-12-15 21:00:00,277.66,277.66,277.66,1027,1027,81,1.24,TM,58.3833,37.95,1
Addis-Abeba,2023-12-12 00:00:00,286.4,286.4,286.4,1016,1016,53,0.39,ET,38.7469,9.025,1
Tokyo,2023-12-16 00:00:00,287.46,287.46,287.46,1008,1008,75,4.5,JP,139.6917,35.6895,1
Londres,2023-12-15 06:00:00,276.77,276.77,276.77,1036,1036,84,1.36,GB,-0.1257,51.5085,1
Copenhague,2023-12-15 12:00:00,277.74,277.74,277.74,1027,1027,90,6.3,DK,12.5655,55.6759,1
Beyrouth,2023-12-15 18:00:00,291.92,291.92,291.92,1021,1021,69,3.27,LB,35.4944,33.8889,1
Paris,2023-12-16 00:00:00,279.8,279.8,279.8,1043,1043,74,1.11,FR,2.3488,48.8534,1
Panamá,2023-12-16 12:00:00,296.72,296.72,296.72,1010,1010,95,1.24,PA,-80.0,9.0,1
Rome,2023-12-08 21:00:00,288.66,288.66,289.1,1019,1019,60,2.61,US,-85.1647,34.257,1
Bratislava,2023-12-15 15:00:00,274.95,274.95,274.95,1034,1034,68,5.85,SK,17.1067,48.1482,1
Pékin,2023-12-15 12:00:00,266.35,266.35,266.35,1034,1034,59,6.16,CN,116.3972,39.9075,1
Dakar,2023-12-15 21:00:00,298.07,298.07,298.07,1012,1012,67,4.94,SN,-17.4441,14.6937,1
San Salvador,2023-12-15 06:00:00,292.09,292.09,292.09,1012,1012,81,1.71,SV,-89.1872,13.6894,1
Caracas,2023-12-15 06:00:00,291.22,291.22,291.22,1011,1011,94,0.49,VE,-66.8792,10.488,1
Minsk,2023-12-16 18:00:00,270.09,270.09,270.09,1033,1033,92,3.45,BY,27.5667,53.9,1
Téhéran,2023-12-15 06:00:00,281.17,281.17,281.17,1022,1022,52,0.84,IR,51.4215,35.6944,1
Manille,2023-12-16 06:00:00,304.54,304.54,304.54,1010,1010,58,3.1,PH,120.9822,14.6042,1
Ankara,2023-12-16 12:00:00,287.6,287.6,287.6,1017,1017,57,1.65,TR,32.8543,39.9199,1
New Delhi,2023-12-16 03:00:00,290.29,290.29,290.29,1017,1017,20,0.75,IN,77.2311,28.6128,1
La Havane,2023-12-16 06:00:00,295.69,295.69,295.69,1013,1013,86,6.05,CU,-82.383,23.133,1
Asunción,2023-12-15 18:00:00,311.36,311.36,311.36,1004,1004,38,4.19,PY,-57.6359,-25.3007,1
Maseru,2023-12-15 12:00:00,301.34,301.34,301.34,1008,1008,31,7.29,LS,27.4833,-29.3167,1
Oslo,2023-12-15 09:00:00,258.81,258.81,258.81,1025,1025,96,0.72,NO,10.7461,59.9127,1
Ankara,2023-12-15 03:00:00,280.08,280.08,280.08,1021,1021,75,1.15,TR,32.8543,39.9199,1
Lima,2023-12-16 00:00:00,294.13,294.13,294.13,1011,1011,76,3.4,PE,-77.0282,-12.0432,1
Dakar,2023-12-15 18:00:00,298.6,298.6,298.6,1010,1010,59,3.99,SN,-17.4441,14.6937,1
Amsterdam,2023-12-15 09:00:00,279.61,279.61,279.61,1035,1035,87,2.51,NL,4.8897,52.374,1
Astana,2023-12-15 06:00:00,258.13,258.13,258.13,1049,1049,60,3.46,KZ,71.446,51.1801,1
Achgabat,2023-12-16 00:00:00,277.51,277.51,277.51,1027,1027,78,1.68,TM,58.3833,37.95,1
Paris,2023-12-15 12:00:00,281.42,281.42,281.42,1039,1039,80,1.44,FR,2.3488,48.8534,1
Nassau,2023-12-16 15:00:00,280.72,280.72,280.72,1028,1028,56,4.79,US,-73.5829,40.7507,1
Lima,2023-12-15 18:00:00,295.67,295.67,295.67,1011,1011,68,4.55,PE,-77.0282,-12.0432,1
Prague,2023-12-15 06:00:00,273.88,273.88,273.88,1031,1031,84,1.37,CZ,14.4208,50.088,1
Windhoek,2023-12-16 06:00:00,296.27,296.27,296.27,1012,1012,22,0.91,,17.0832,-22.5594,1
Bissau,2023-12-15 06:00:00,295.62,295.62,295.62,1011,1011,78,1.98,GW,-15.5977,11.8636,1
Beyrouth,2023-12-16 09:00:00,293.25,293.25,293.25,1020,1020,57,2.26,LB,35.4944,33.8889,1
Dakar,2023-12-15 21:00:00,298.07,298.07,298.07,1012,1012,67,4.94,SN,-17.4441,14.6937,1
Paris,2023-12-15 12:00:00,281.42,281.42,281.42,1039,1039,80,1.44,FR,2.3488,48.8534,1
Luxembourg,2023-12-10 03:00:00,278.44,278.44,278.44,1010,1010,83,8.89,BE,5.5,50.0,1
Rabat,2023-12-15 18:00:00,289.78,289.78,289.78,1024,1024,44,5.14,MA,-6.8401,33.9911,1
Mexico,2023-12-15 06:00:00,305.62,305.62,305.62,1010,1010,47,5.23,PH,120.7198,15.0646,1
Canberra,2023-12-16 00:00:00,297.23,297.23,297.23,1006,1006,25,6.83,AU,149.1281,-35.2835,1
La Havane,2023-12-16 06:00:00,295.69,295.69,295.69,1013,1013,86,6.05,CU,-82.383,23.133,1
Djibouti,2023-12-15 12:00:00,300.02,300.02,300.02,1012,1012,41,7.68,DJ,42.5,11.5,1
Ankara,2023-12-16 12:00:00,287.6,287.6,287.6,1017,1017,57,1.65,TR,32.8543,39.9199,1
Victoria,2023-12-15 21:00:00,296.29,296.29,296.29,1013,1013,87,3.97,HK,114.1577,22.2855,1
Ottawa,2023-12-16 03:00:00,277.33,277.33,277.33,1019,1019,80,5.83,CA,-75.6981,45.4112,1
Accra,2023-12-16 00:00:00,300.72,300.72,300.72,1010,1010,72,2.91,GH,-0.1969,5.556,1
Chişinău,2023-12-15 21:00:00,272.3,272.3,272.3,1029,1029,66,6.32,MD,28.8575,47.0056,1
Vienne,2023-12-16 09:00:00,277.8,277.8,277.8,1042,1042,80,5.58,AT,16.3721,48.2085,1
Berlin,2023-12-15 06:00:00,274.37,274.37,274.37,1030,1030,86,2.95,DE,13.4105,52.5244,1
Astana,2023-12-15 06:00:00,258.13,258.13,258.13,1049,1049,60,3.46,KZ,71.446,51.1801,1
Berlin,2023-12-16 15:00:00,278.29,278.29,278.29,1038,1038,84,4.23,DE,13.4105,52.5244,1
Tirana,2023-12-15 09:00:00,283.22,283.22,283.22,1016,1016,78,1.92,AL,19.8189,41.3275,1
Katmandou,2023-12-16 18:00:00,281.85,281.85,281.85,1017,1017,83,1.01,NP,85.3167,27.7167,1
Port-au-Prince,2023-12-16 03:00:00,297.06,297.06,297.06,1014,1014,76,1.86,HT,-72.335,18.5392,1
Port-au-Prince,2023-12-16 00:00:00,298.08,298.08,298.08,1013,1013,72,1.01,HT,-72.335,18.5392,1
Libreville,2023-12-15 09:00:00,301.8,301.8,301.8,1011,1011,72,1.15,GA,9.4537,0.3925,1
Tegucigalpa,2023-12-15 12:00:00,290.85,290.85,290.85,1014,1014,93,2.47,HN,-87.2068,14.0818,1
Copenhague,2023-12-16 00:00:00,276.74,276.74,276.74,1033,1033,90,5.17,DK,12.5655,55.6759,1
Basseterre,2023-12-10 03:00:00,300.28,300.28,300.28,1017,1017,69,10.78,KN,-62.7261,17.2948,1
Tallinn,2023-12-15 15:00:00,267.43,267.43,267.43,1021,1021,87,5.15,EE,24.7535,59.437,1
Libreville,2023-12-16 06:00:00,298.56,298.56,298.56,1010,1010,88,2.61,GA,9.4537,0.3925,1
Mascate,2023-12-16 00:00:00,295.32,295.32,295.32,1017,1017,56,2.65,OM,58.5922,23.6139,1
Nouakchott,2023-12-16 18:00:00,299.83,299.83,299.83,1011,1011,23,5.51,MR,-15.9785,18.0858,1
Prague,2023-12-15 12:00:00,276.9,276.9,276.9,1034,1034,66,3.77,CZ,14.4208,50.088,1
Phnom Penh,2023-12-15 09:00:00,306.76,306.76,306.76,1007,1007,43,1.23,KH,104.916,11.5625,1
Jerusalem,2023-12-15 06:00:00,286.06,286.06,286.06,1023,1023,77,0.91,IL,35.2163,31.769,1
Hanoï,2023-12-15 06:00:00,303.68,303.68,303.68,1009,1009,52,3.44,VN,105.8412,21.0245,1
Lisbonne,2023-12-16 00:00:00,283.83,283.83,283.83,1033,1033,69,5.19,PT,-9.1333,38.7167,1
Ljubljana,2023-12-15 18:00:00,274.29,274.29,274.29,1035,1035,97,0.9,SI,14.5051,46.0511,1
Luanda,2023-12-15 15:00:00,301.36,301.36,301.36,1007,1007,68,5.37,AO,13.2343,-8.8368,1
Helsinki,2023-12-16 15:00:00,273.57,273.57,273.57,1022,1022,94,5.78,FI,24.9355,60.1695,1
Rabat,2023-12-16 12:00:00,292.79,292.79,292.79,1027,1027,33,5.39,MA,-6.8401,33.9911,1
Buenos Aires,2023-12-16 00:00:00,298.64,298.64,298.64,1006,1006,73,5.38,AR,-58.3772,-34.6132,1
Hanoï,2023-12-15 15:00:00,297.56,297.56,297.56,1011,1011,87,4.0,VN,105.8412,21.0245,1
Tokyo,2023-12-16 12:00:00,289.48,289.48,289.48,1005,1005,82,1.58,JP,139.6917,35.6895,1
Ankara,2023-12-16 12:00:00,287.6,287.6,287.6,1017,1017,57,1.65,TR,32.8543,39.9199,1
Freetown,2023-12-15 09:00:00,300.25,300.25,300.25,1012,1012,73,0.9,SL,-13.2299,8.484,1
Varsovie,2023-12-16 15:00:00,275.02,275.02,275.02,1036,1036,93,2.77,PL,21.0118,52.2298,1
Paris,2023-12-16 15:00:00,280.82,280.82,280.82,1043,1043,68,0.75,FR,2.3488,48.8534,1
Moscou,2023-12-16 15:00:00,264.58,264.58,264.58,1023,1023,95,2.94,RU,37.6156,55.7522,1
Rome,2023-12-16 03:00:00,278.33,278.33,278.33,1029,1029,67,1.92,US,-85.1647,34.257,1
Colombo,2023-12-15 21:00:00,297.14,297.14,297.14,1009,1009,88,5.92,LK,79.8478,6.9319,1
Paris,2023-12-10 06:00:00,281.35,281.35,281.35,1017,1017,85,4.87,FR,2.3488,48.8534,1
Harare,2023-12-16 03:00:00,290.48,290.48,290.48,1014,1014,94,2.33,ZW,31.0539,-17.8294,1
Varsovie,2023-12-15 06:00:00,272.93,272.93,272.93,1027,1027,81,3.97,PL,21.0118,52.2298,1
Tbilissi,2023-12-15 06:00:00,278.61,278.61,278.61,1025,1025,84,0.46,GE,44.8337,41.6941,1
Guatemala,2023-12-15 15:00:00,291.49,291.49,291.49,1016,1016,71,2.14,GT,-90.5133,14.6407,1
Lisbonne,2023-12-15 03:00:00,281.61,281.61,281.61,1031,1031,65,3.23,PT,-9.1333,38.7167,1
Varsovie,2023-12-16 18:00:00,274.91,274.91,274.91,1036,1036,96,2.98,PL,21.0118,52.2298,1
Tunis,2023-12-15 03:00:00,287.28,287.28,287.28,1017,1017,57,7.27,TN,9.0,34.0,1
Tokyo,2023-12-16 00:00:00,287.46,287.46,287.46,1008,1008,75,4.5,JP,139.6917,35.6895,1
Pyongyang,2023-12-15 09:00:00,274.24,274.24,274.24,1014,1014,86,1.88,KP,125.7543,39.0339,1
Port-au-Prince,2023-12-16 06:00:00,296.53,296.53,296.53,1013,1013,78,1.73,HT,-72.335,18.5392,1
Séoul,2023-12-15 09:00:00,278.13,278.13,278.13,1013,1013,70,1.99,KR,126.9778,37.5683,1
Tachkent,2023-12-15 18:00:00,272.07,272.07,272.07,1026,1026,94,0.5,UZ,69.2163,41.2646,1
Amsterdam,2023-12-15 06:00:00,278.62,278.62,278.62,1033,1033,92,2.57,NL,4.8897,52.374,1
Ankara,2023-12-15 18:00:00,282.06,282.06,282.06,1019,1019,68,1.26,TR,32.8543,39.9199,1
Manille,2023-12-16 00:00:00,300.29,300.29,300.29,1013,1013,73,1.64,PH,120.9822,14.6042,1
Vienne,2023-12-15 18:00:00,276.02,276.02,276.02,1037,1037,72,4.84,AT,16.3721,48.2085,1
Guatemala,2023-12-15 12:00:00,286.78,286.78,286.78,1015,1015,92,1.71,GT,-90.5133,14.6407,1
Kinshasa,2023-12-15 06:00:00,295.73,295.73,295.73,1012,1012,92,0.56,CD,15.3215,-4.3246,1
Pékin,2023-12-15 09:00:00,268.3,268.3,268.3,1031,1031,62,5.38,CN,116.3972,39.9075,1
Beyrouth,2023-12-16 06:00:00,292.68,292.68,292.68,1020,1020,56,2.46,LB,35.4944,33.8889,1
Conakry,2023-12-16 06:00:00,298.98,298.98,298.98,1009,1009,77,4.28,GN,-13.6773,9.538,1
Tachkent,2023-12-15 18:00:00,272.07,272.07,272.07,1026,1026,94,0.5,UZ,69.2163,41.2646,1
Berlin,2023-12-15 06:00:00,274.37,274.37,274.37,1030,1030,86,2.95,DE,13.4105,52.5244,1
Mexico,2023-12-16 03:00:00,305.05,305.05,305.05,1012,1012,53,3.72,PH,120.7198,15.0646,1
Ndjamena,2023-12-15 15:00:00,305.62,305.62,305.62,1008,1008,11,3.88,TD,15.0444,12.1067,1
Vienne,2023-12-16 12:00:00,278.23,278.23,278.23,1041,1041,78,5.21,AT,16.3721,48.2085,1
Ankara,2023-12-15 12:00:00,287.7,287.7,287.7,1017,1017,44,0.86,TR,32.8543,39.9199,1
Beyrouth,2023-12-16 15:00:00,293.0,293.0,293.0,1019,1019,58,2.08,LB,35.4944,33.8889,1
Achgabat,2023-12-16 00:00:00,277.51,277.51,277.51,1027,1027,78,1.68,TM,58.3833,37.95,1
Lima,2023-12-15 09:00:00,292.38,292.38,292.38,1010,1010,84,1.86,PE,-77.0282,-12.0432,1
Vientiane,2023-12-15 21:00:00,294.75,294.75,294.75,1010,1010,73,1.92,LA,102.6,17.9667,1
Oslo,2023-12-16 18:00:00,279.21,279.21,279.21,1014,1014,93,4.63,NO,10.7461,59.9127,1
Conakry,2023-12-16 00:00:00,300.53,300.53,300.53,1011,1011,71,3.3,GN,-13.6773,9.538,1
Dakar,2023-12-16 09:00:00,297.23,297.23,297.23,1012,1012,45,5.49,SN,-17.4441,14.6937,1
Buenos Aires,2023-12-15 12:00:00,296.25,296.25,296.25,1006,1006,76,4.25,AR,-58.3772,-34.6132,1
Conakry,2023-12-16 18:00:00,300.95,300.95,300.95,1008,1008,69,5.24,GN,-13.6773,9.538,1
Londres,2023-12-15 09:00:00,276.76,276.76,276.76,1038,1038,84,1.74,GB,-0.1257,51.5085,1
Addis-Abeba,2023-12-15 18:00:00,286.16,286.16,286.16,1019,1019,83,2.45,ET,38.7469,9.025,1
Accra,2023-12-16 09:00:00,301.93,301.93,301.93,1012,1012,65,2.71,GH,-0.1969,5.556,1
Tunis,2023-12-16 18:00:00,286.93,286.93,286.93,1028,1028,39,7.33,TN,9.0,34.0,1
Rīga,2023-12-16 18:00:00,273.61,273.61,273.61,1027,1027,95,4.13,LV,24.0833,57.0,1
Bangkok,2023-12-15 18:00:00,302.5,302.5,302.5,1009,1009,62,2.4,TH,100.5167,13.75,1
Nouakchott,2023-12-16 09:00:00,294.59,294.59,294.59,1014,1014,27,5.97,MR,-15.9785,18.0858,1
Alger,2023-12-15 12:00:00,287.91,287.91,287.91,1030,1030,47,2.9,DZ,3.042,36.7525,1
Prague,2023-12-16 06:00:00,277.6,277.6,277.6,1042,1042,77,2.89,CZ,14.4208,50.088,1
Rabat,2023-12-16 15:00:00,294.12,294.12,294.12,1026,1026,32,5.86,MA,-6.8401,33.9911,1
Séoul,2023-12-16 06:00:00,270.47,270.47,270.47,1023,1023,44,8.13,KR,126.9778,37.5683,1
Tokyo,2023-12-16 12:00:00,289.48,289.48,289.48,1005,1005,82,1.58,JP,139.6917,35.6895,1
Ottawa,2023-12-15 12:00:00,272.14,272.14,272.14,1022,1022,93,3.74,CA,-75.6981,45.4112,1
Addis-Abeba,2023-12-15 12:00:00,291.56,291.56,291.56,1013,1013,53,3.89,ET,38.7469,9.025,1
Lisbonne,2023-12-16 06:00:00,282.13,282.13,282.13,1033,1033,70,4.62,PT,-9.1333,38.7167,1
Conakry,2023-12-16 12:00:00,300.51,300.51,300.51,1010,1010,64,1.69,GN,-13.6773,9.538,1
Tallinn,2023-12-15 09:00:00,268.28,268.28,268.28,1019,1019,88,4.62,EE,24.7535,59.437,1
Washington,2023-12-15 09:00:00,273.58,273.58,273.58,1033,1033,93,0.77,US,-120.5015,47.5001,1
Freetown,2023-12-16 12:00:00,302.18,302.18,302.18,1011,1011,63,2.79,SL,-13.2299,8.484,1
Belgrade,2023-12-16 18:00:00,275.29,275.29,275.29,1038,1038,68,2.21,RS,20.4651,44.804,1
Tokyo,2023-12-15 18:00:00,289.71,289.71,289.71,1005,1005,78,4.44,JP,139.6917,35.6895,1
Maputo,2023-12-15 09:00:00,298.03,298.03,298.03,1015,1015,72,5.01,MZ,32.5892,-25.9653,1
Bakou,2023-12-16 18:00:00,285.59,285.59,285.59,1023,1023,83,5.62,AZ,49.892,40.3777,1
Amman,2023-12-16 00:00:00,285.51,285.51,285.51,1021,1021,63,3.22,JO,35.945,31.9552,1
Stockholm,2023-12-16 06:00:00,268.21,268.21,268.21,1025,1025,92,2.79,SE,18.0649,59.3326,1
Belgrade,2023-12-16 12:00:00,276.66,276.66,276.66,1037,1037,57,4.8,RS,20.4651,44.804,1
San José,2023-12-16 00:00:00,289.83,289.83,289.83,1018,1018,34,0.67,US,-121.895,37.3394,1
San José,2023-12-15 06:00:00,285.5,285.5,285.5,1022,1022,45,1.05,US,-121.895,37.3394,1
Khartoum,2023-12-16 09:00:00,301.56,301.56,301.56,1012,1012,33,4.51,SD,32.5324,15.5518,1
Ouagadougou,2023-12-16 18:00:00,301.58,301.58,301.58,1009,1009,10,3.8,BF,-1.5383,12.3642,1
Jerusalem,2023-12-16 00:00:00,285.73,285.73,285.73,1020,1020,63,0.69,IL,35.2163,31.769,1
Prague,2023-12-15 15:00:00,276.52,276.52,276.52,1036,1036,74,3.45,CZ,14.4208,50.088,1
Lima,2023-12-15 12:00:00,292.57,292.57,292.57,1012,1012,83,2.24,PE,-77.0282,-12.0432,1
Phnom Penh,2023-12-16 12:00:00,303.23,303.23,303.23,1009,1009,52,1.1,KH,104.916,11.5625,1
Bratislava,2023-12-15 12:00:00,276.31,276.31,276.31,1032,1032,64,6.39,SK,17.1067,48.1482,1
Tunis,2023-12-15 03:00:00,287.28,287.28,287.28,1017,1017,57,7.27,TN,9.0,34.0,1
Addis-Abeba,2023-12-16 15:00:00,289.65,289.65,289.65,1015,1015,43,4.22,ET,38.7469,9.025,1
Santiago,2023-12-16 06:00:00,290.02,290.02,290.02,1011,1011,36,0.91,CL,-70.6483,-33.4569,1
Beyrouth,2023-12-15 21:00:00,291.97,291.97,291.97,1021,1021,67,3.81,LB,35.4944,33.8889,1
Ankara,2023-12-16 06:00:00,281.38,281.38,281.38,1020,1020,74,0.61,TR,32.8543,39.9199,1
Rome,2023-12-16 15:00:00,281.53,281.53,281.53,1027,1027,54,2.77,US,-85.1647,34.257,1
San Salvador,2023-12-16 18:00:00,302.23,302.23,302.23,1012,1012,48,1.02,SV,-89.1872,13.6894,1
Damas,2023-12-16 15:00:00,288.77,288.77,288.77,1020,1020,52,1.28,SY,36.2913,33.5102,1
Washington,2023-12-15 09:00:00,273.58,273.58,273.58,1033,1033,93,0.77,US,-120.5015,47.5001,1
Mexico,2023-12-15 09:00:00,302.12,302.12,302.12,1010,1010,60,4.23,PH,120.7198,15.0646,1
Le Caire,2023-12-15 21:00:00,292.13,292.13,292.13,1019,1019,53,2.17,EG,31.2497,30.0626,1
Tegucigalpa,2023-12-15 09:00:00,290.53,290.53,290.53,1013,1013,98,1.93,HN,-87.2068,14.0818,1
Nicosie,2023-12-15 00:00:00,287.38,287.38,287.38,1022,1022,86,1.29,CY,33.3667,35.1667,1
Lomé,2023-12-16 00:00:00,300.99,300.99,300.99,1010,1010,70,3.5,TG,1.2123,6.1375,1
Belgrade,2023-12-16 06:00:00,272.75,272.75,272.75,1037,1037,91,3.58,RS,20.4651,44.804,1
